disasterNumber,totalAmountIhpApproved,totalObligatedAmountPa,totalObligatedAmountHmgp
4148,,5540702.34,72958.15
4196,,4749236.93,1099523.14
1959,,25846401.41,1524502.24
3208,,1099729.89,
4039,,4007617.71,1220631.0
4288,,9038145.25,1534196.17
1273,,3144097.57,1764725.0
1955,,8701342.5,1065773.0
3196,,317517.51,
5150,,1492294.74,0.0
5014,,1820322.36,0.0
4270,,2418773.48,400745.26
4006,,1218835.96,148547.19
2693,,3513567.09,0.0
1315,,2043473.79,662973.0
3178,,1771535.48,
2836,,3229475.98,0.0
2575,,3986571.64,0.0
4096,,3119810.75,0.0
4389,,515561.24,0.0
1350,,2127262.15,300092.0
5033,,371970.78,0.0
3488,,114674.53,
2322,,3684844.28,
5287,,7424005.57,0.0
3630,,,
2529,,1564079.0,0.0
5040,,1715018.69,0.0
2774,,47322.51,0.0
2746,,0.0,0.0
5074,,3469119.78,0.0
2704,,27045.7,0.0
2530,,56763.0,0.0
5063,,479513.79,0.0
2934,,75493.88,0.0
5114,,235333.26,30157.16
5502,,764855.53,73994.27
5367,,140176.05,0.0
2967,,32492.34,0.0
2295,,228394.61,
5270,,63576.93,0.0
2980,,13205432.57,0.0
5141,,423056.57,0.0
5109,,56523.64,438444.88
2670,,582428.57,0.0
3539,,22140.45,
2533,,2039409.0,0.0
2821,,400123.12,0.0
2444,,2440605.66,
2703,,94178.25,0.0
2369,,293179.37,
5136,,711455.47,0.0
2835,,192972.73,0.0
5156,,5145844.24,0.0
1397,,2452457.07,197626.0
5007,,18887542.09,0.0
1306,,106261560.28,21423043.0
5500,,,529510.99
1887,,49059867.72,9243656.0
1265,,6970269.48,1319820.0
4010,,7283728.86,1063703.0
5162,,3336432.89,197565.14
1987,,2926897.38,409119.0
4234,,7078538.32,1458759.28
4210,,29974123.15,3848418.1
4443,,4414475.43,587428.76
1815,,9781024.74,680052.0
5542,,,0.0
4179,,9821343.68,1319111.81
2890,,37108.68,0.0
3309,,4872449.38,
1400,,2225170.96,105414.0
4049,,3337545.64,183991.0
5084,,6212010.79,0.0
5031,,7881912.63,0.0
3548,,83091.21,
4247,,29475163.85,4064912.16
5140,,8975198.42,0.0
1853,,4491366.48,410465.0
1854,,6484641.68,912871.0
3253,,119960.41,
5417,,10983886.2,0.0
1301,,1968329.67,7803.0
2634,,9851.58,0.0
2807,,457324.98,0.0
2825,,7358708.49,0.0
2770,,33479.01,0.0
3315,,741694.21,
2429,,3388408.47,
3227,,1730746.78,
2787,,385577.91,0.0
4306,,2418459.51,87335.32
2944,,92199.11,0.0
1621,,1982624.05,104508.0
5144,,3455640.95,0.0
3358,,19645.54,
2817,,23452765.1,0.0
2489,,3864.97,0.0
2795,,311278.35,0.0
2303,,1696436.54,
1477,,5363459.27,374643.0
2792,,165914.83,0.0
2745,,36654.85,0.0
2589,,33043.83,0.0
2405,,307152.86,
5015,,219570.61,0.0
2301,,2662100.82,
2399,,609048.69,
2669,,770747.48,0.0
2901,,66410.19,0.0
2818,,339716.27,0.0
3642,,,
3639,,,
2822,,217839.92,0.0
5615,,,0.0
2432,,293915.21,
2336,,84382.38,
5238,,459333.08,0.0
5168,,19907.44,2452237.03
2340,,71766.81,
3641,,,
5598,,,0.0
5600,,,0.0
5602,,,0.0
3215,,45093695.3,
1801,,4657982.0,466669.0
1336,,2474138.67,304005.0
1309,,4844695.58,1847365.0
1416,,15595158.21,2119922.0
1261,,5735788.21,1096729.0
1863,,6310528.42,631452.15
4204,,31549943.74,2225128.65
4187,,14338940.7,2478462.0
1899,,87911844.27,14575777.0
4024,,57728528.7,6378770.07
4213,,9503317.82,973876.15
5132,,2479741.41,0.0
3306,,2961508.24,
1320,,2820111.53,420140.0
4065,,3039192.36,319205.0
1372,,5147725.26,310644.0
1698,,3563486.84,506120.0
3273,,2617215.44,
2417,,1101982.53,
4216,,4314738.44,514543.17
4209,,4917407.03,743506.6
4200,,5668467.76,1282099.0
3637,,,
3634,,,
2841,,1125662.45,0.0
3294,,562028.74,
5540,,,40110.0
2314,,23568300.14,
1542,,2900653.17,194011.0
4147,,72568.6,359.0
5161,,6696182.13,683583.04
1327,,619592.3,343409.0
1939,,908945.77,182310.0
3329,,74241.71,
3633,,,
3636,,,
4260,,16996776.09,2766438.92
3240,,277442.24,
2358,,2295294.63,
5205,,6610686.89,445645.75
3505,,359340.27,
5282,,17119932.28,378932.3
2538,,1051894.17,0.0
2471,,93637.21,0.0
2448,,352791.75,
2943,,30635.29,0.0
5353,,434109.83,0.0
5089,,855804.91,105977.93
5427,,2213460.6,0.0
2920,,1684808.26,0.0
5069,,2060560.04,0.0
2752,,195772.22,0.0
5276,,2879115.57,0.0
2341,,1114963.35,
5261,,15486.64,0.0
2442,,993470.04,
2959,,449229.15,0.0
2415,,558523.54,
2302,,556922.47,
2477,,1456420.31,0.0
2300,,1175444.71,
2254,,1273616.4,
5426,,2579736.07,237634.4
5351,,42994.78,0.0
2571,,1071291.38,0.0
5428,,978919.78,0.0
2692,,2004861.4,0.0
5337,,28166.64,0.0
2761,,41602.43,0.0
5138,,2870.53,0.0
2436,,1729013.04,
3259,,7402953.83,
3629,,,
3185,,6136470.94,
3274,,9119854.72,
3143,,3630431.12,
1450,,9586323.53,1255425.0
1312,,27368107.85,3453353.0
2251,,1287229.08,
1926,,3383812.1,541078.83
4392,,2814814.41,821332.9
1239,,8225378.98,3887494.0
4167,,40860929.64,3690802.1
1382,,1776446.25,0.0
5027,,6120974.5,0.0
3197,,5819086.32,
5082,,4199626.72,0.0
2971,,4853023.89,0.0
3235,,4000098.94,
2909,,3130495.15,0.0
2539,,431758.39,0.0
5133,,2225192.99,0.0
2540,,3488863.0,0.0
2296,,867787.28,
2457,,72027.57,
2957,,23739.87,0.0
2785,,162011.13,0.0
2535,,1943675.73,0.0
2858,,638203.8,0.0
2859,,1370624.5,0.0
2433,,1084502.65,
1765,,499319.42,0.0
5105,,1345529.18,31630.0
2950,,569418.42,0.0
2803,,53783.51,0.0
2568,,88114.07,0.0
4142,,444517.27,66607.48
5022,,637374.01,0.0
2324,,2496378.6,
2987,,825108.7,0.0
5206,,285288.29,0.0
2479,,117113.02,0.0
5195,,580773.51,3256708.72
5020,,3030510.33,0.0
5389,,6511218.25,0.0
2645,,658092.61,0.0
2650,,106767.3,0.0
3459,,0.0,
2269,,728217.43,
1316,,10798817.35,1583458.0
1432,,2158899.02,662196.0
1288,,7734889.99,1359545.0
1401,,109054038.02,19414568.0
3175,,28844937.02,
1597,,14394156.16,1091759.0
1283,,11679939.6,2769144.0
3216,,519293968.26,
1437,,71737126.44,19929023.0
5383,,10091851.44,0.0
4143,,7781424.57,1141465.59
4347,,5904057.49,659657.01
4267,,44619194.68,5679929.71
4158,,24906594.21,4992692.68
5139,,1815431.3,0.0
1889,,14025375.64,2004623.0
4231,,12466494.51,1030191.55
1578,,2742185.07,144298.0
1358,,727798.23,103931.0
3199,,878190.58,
4228,,11415704.83,1066415.11
4007,,5568579.02,816983.0
2813,,86605.2,0.0
4014,,3362468.45,420748.0
2830,,14127431.37,0.0
3441,,,
5528,,,0.0
5051,,,0.0
3528,,,
5534,,,0.0
3113,,,
5533,,,0.0
5532,,,0.0
2118,,,
3066,,,
2893,,,0.0
1903,,3302658.43,372956.0
3246,,668487.86,
5012,,528668.37,0.0
1677,,6768439.14,237184.0
2527,,721938.56,0.0
3265,,566376.69,
2915,,2744156.76,0.0
5075,,2566096.58,0.0
2548,,155355.0,0.0
2566,,1077283.8,0.0
2834,,601282.59,0.0
2044,,,
5506,,,0.0
3550,,,
5442,,,191326.79
2042,,,
3413,,,
3503,,,
5113,,187070.23,44544.76
2355,,959055.0,
5485,,1186914.3,0.0
5234,,44977.8,0.0
2696,,637475.79,0.0
2962,,18826.83,0.0
3569,,,
3585,,,
5529,,,0.0
5512,,,0.0
3382,,,
5527,,,0.0
4391,,,0.0
5514,,,0.0
3078,,,
2473,,710105.03,0.0
5379,,1479520.55,0.0
2866,,267933.97,0.0
5166,,1801399.51,0.0
5457,,1027118.33,818434.43
2344,,98597.18,
2845,,612234.29,0.0
5029,,1302251.57,0.0
5010,,6664.22,0.0
2583,,14842645.0,0.0
3515,,,
5101,,1527066.5,38681.58
2092,,,
2975,,,0.0
5188,,889917.46,0.0
3435,,,
5511,,,0.0
2895,,,0.0
5516,,,0.0
5257,,,0.0
2252,,993223.0,
2474,,991618.0,0.0
2660,,1418573.71,0.0
5080,,1334447.91,0.0
2941,,12483.41,0.0
2315,,485186.01,
2554,,1785194.67,0.0
2449,,2573214.31,
5003,,177279.62,0.0
2584,,781829.0,0.0
5182,,38491.7,5924762.92
5466,,626441.06,326891.1
5267,,1156852.28,0.0
5264,,954946.5,0.0
2261,,685887.95,
2801,,75774.9,0.0
3495,,10632.22,
5334,,164921.38,700108.22
2842,,178183.15,0.0
5394,,6566.19,647331.46
2378,,1641186.86,
2847,,102627.51,0.0
1402,,45020240.33,6185233.0
1672,,4290223.59,1340672.0
1790,,4570622.52,604887.0
1741,,227086533.09,21234684.0
2419,,1386466.67,
3262,,2760835.92,
4251,,36201886.24,5530482.83
4131,,13712894.66,1690747.48
1957,,44492035.36,5329015.09
1457,,15296905.63,203068.0
1807,,7256252.51,824950.0
4149,,12096256.67,1785651.0
3322,,28922892.77,
3237,,3021165.34,
2592,,62705.97,0.0
4189,,5444967.6,495075.63
3171,,6133267.36,
2585,,2556527.0,0.0
3242,,2470003.23,
3278,,3560273.15,
1864,,5125804.16,572187.0
4134,,6617742.08,816544.57
1967,,7050406.37,851500.0
5001,,131798.94,0.0
5073,,863545.8,0.0
2948,,23933.32,0.0
2595,,54624.25,0.0
2547,,10958294.0,0.0
5151,,1721832.05,0.0
2989,,1514966.12,0.0
2886,,49728.06,0.0
1377,,741930.23,113141.0
2786,,595797.43,0.0
2298,,2054763.81,
2914,,1843083.73,0.0
2641,,4729509.25,0.0
2779,,167186.15,0.0
3221,,769731.49,
5538,,55712.33,0.0
3239,,244047.59,
2719,,919183.24,0.0
2869,,14666.35,0.0
2423,,3510136.9,
5110,,30961.05,347360.0
2282,,338108.89,
2757,,139863.7,0.0
2902,,263462.41,0.0
5057,,5180774.01,0.0
2467,,76176.03,0.0
2839,,8033270.01,0.0
5289,,80415.48,0.0
5169,,4523.54,0.0
2337,,325803.92,
3142,,6218085.26,
5483,,81990.62,0.0
5126,,2675109.99,0.0
2334,,72256.34,
2907,,750000.0,0.0
5025,,2021869.93,0.0
3360,,644300.52,
2310,,261748.94,
2844,,242747.34,0.0
2903,,1575822.38,0.0
1278,,501235.42,113954.0
5360,,108329.96,0.0
2656,,1591350.0,0.0
2635,,13811.89,0.0
4191,,570373.61,0.0
5159,,1284186.13,1042961.46
2828,,237881.87,0.0
5178,,1587486.27,151310.78
5011,,1803712.29,0.0
5042,,908893.49,0.0
1667,,670103.7,128567.0
2260,,245553.7,
2765,,4286325.67,0.0
2870,,465822.05,0.0
5445,,47115506.46,0.0
2928,,69077.56,0.0
2658,,1543488.86,0.0
5052,,543827.73,0.0
5006,,422788.56,0.0
5212,,69612.43,0.0
2654,,3098322.57,0.0
2665,,2371710.41,0.0
4591,,2438739.06,0.0
5229,,635186.07,891580.19
2380,,2953040.3,
2600,,107390.27,0.0
3341,,3194.36,
5009,,5281075.21,0.0
1735,,98996546.81,9834760.0
1503,,1557788.66,37700.0
1632,,7631752.69,1197009.0
4072,,21670637.94,2222598.0
1423,,3266024.79,316082.0
2659,,1511559.54,0.0
4159,,7753470.35,1132024.96
5054,,1385550.7,0.0
5381,,6392155.66,0.0
1936,,11968744.67,209530.0
5135,,5137174.1,0.0
1999,,52813413.07,11629211.82
1891,,5295215.58,224743.0
3544,,964564.73,
5464,,300735.0,0.0
1757,,3499571.24,488767.0
1514,,4438216.91,0.0
1962,,1801838.12,15000.0
4171,,7524647.93,494134.33
1468,,1741049.6,145376.0
1627,,5444137.27,376173.0
4035,,2900592.12,514894.0
1990,,3548610.44,147565.0
4137,,1159221.44,175481.0
1371,,1160382.95,208923.0
1533,,919429.84,0.0
4215,,10843502.79,1851629.75
4054,,1340817.62,182646.0
3219,,12706104.88,
3250,,2541599.6,
5225,,11469545.02,0.0
2492,,763957.53,0.0
2718,,18333090.05,0.0
5196,,2020581.4,0.0
2983,,508394.62,0.0
5116,,3568584.84,205398.41
2809,,80098.66,0.0
2497,,588180.32,0.0
2661,,1773269.52,0.0
3229,,1036861.59,
4456,,6543056.06,0.0
1647,,3177445.62,160630.0
5098,,456164.48,43150.66
5265,,4551107.33,0.0
2553,,1938924.0,0.0
2998,,113274.19,0.0
2978,,181857.97,0.0
5184,,87939.35,878947.61
5471,,3093379.24,0.0
2407,,516631.41,
2883,,35431.74,0.0
5072,,605304.22,0.0
2849,,456501.86,0.0
5046,,7528839.33,0.0
2412,,1867130.11,
2359,,673337.53,
2708,,387864.37,0.0
2986,,492227.39,0.0
2297,,650087.95,
5231,,1651544.62,0.0
2969,,79137.88,0.0
5096,,89797.56,37539.8
2916,,177716.96,0.0
2513,,45685.46,0.0
2651,,53470.8,0.0
2372,,1707296.8,
2567,,168244.61,0.0
2644,,113353.05,0.0
5622,,,0.0
5624,,,0.0
5623,,,0.0
3645,,,
5618,,,0.0
5616,,,0.0
4900,,,0.0
4901,,,0.0
4908,,,0.0
4905,,,0.0
3644,,,
4903,,,0.0
5625,,,0.0
5626,,,0.0
5617,,,0.0
4907,,,0.0
5619,,,0.0
3643,,,
5627,,,0.0
4902,,,0.0
5620,,,0.0
5621,,,0.0
4904,,,0.0
5628,,,0.0
5469,,,0.0
3604,,,
4301,,143111463.51,17234910.28
4097,,10799381.1,1766463.25
4538,,10675758.34,2297149.51
4712,,29021882.57,306026.4
4455,,4322761.87,303876.88
4638,,4590871.66,105735.38
4718,,5803755.28,879044.32
5293,,12044668.31,1547606.18
4628,,1691199.79,25304.39
4608,,3696491.57,131516.13
4801,,3327490.05,0.0
4774,,10983036.33,46051.22
5296,,5578134.33,0.0
4666,,7230916.39,936259.49
4556,,9720458.23,1553394.26
4398,,7538852.63,1320517.73
4651,,24385610.14,2289698.71
4333,,3186612.99,382722.84
4561,,789578.8,0.0
4679,,4453941.78,645334.93
5226,,5101910.05,0.0
5268,,5515371.89,0.0
4876,,4150672.23,0.0
4857,,995470.92,0.0
4348,,28454856.85,2572348.73
3384,,24096375.72,
4540,,73020851.71,13056143.5
4465,,63243575.11,13175244.12
4199,,63953486.55,6692168.5
3540,,57257519.12,
4689,,2303950.83,73531.95
3603,,1216773.76,
4631,,3322451.54,0.0
4598,,22195208.73,1712822.63
4644,,113127194.1,7749195.01
5300,,706854.61,0.0
5493,,515494.79,0.0
4839,,11211538.73,0.0
4623,,4560435.67,128856.5
4855,,13240770.33,263745.5
4442,,79539888.67,8538037.55
4546,,11676238.13,2146354.91
4424,,63368757.29,9871204.29
4361,,19970257.91,5032658.47
4554,,9203289.24,826561.38
4745,,2898254.18,0.0
3504,,3361356.07,
4664,,1644634.91,325625.67
4582,,16682.27,0.0
3614,,10236.38,
4883,,409426.53,0.0
1888,,6758605.82,1046453.3
4658,,13663713.64,1112853.4
4406,,18267267.33,851038.18
4555,,5875813.31,448572.54
4622,,2416849.0,0.0
4453,,3879993.06,375778.13
4742,,10089089.39,0.0
4642,,6571789.27,1159993.21
4739,,874057.91,0.0
5503,,199241.34,0.0
4799,,1216890.4,62760.33
4243,,39406435.11,3481862.27
4435,,19162471.19,7132699.78
4602,,65718939.4,4620909.98
4593,,20252133.56,4435098.03
4725,,16024429.91,1831879.91
4643,,16208955.36,502318.8
4434,,38173226.25,5388299.64
4467,,9444424.15,195090.53
4682,,16625420.56,2725695.56
4752,,14499307.36,564297.87
4549,,1074305.39,89625.7
4693,,3390402.02,0.0
5142,,438042.78,0.0
4416,,48945462.42,6926192.59
4575,,168770902.66,20071948.65
4708,,10816787.11,501389.56
4376,,18001125.04,569600.0
5482,,23449690.72,475309.7
4648,,1900323.25,91219.57
4809,,3283172.84,0.0
4769,,34200967.13,221734.52
4775,,10265968.02,341318.02
4308,,812316670.06,135123682.0
4584,,49266627.56,7422262.24
4572,,67973840.7,7078279.84
4472,,86265281.48,4678978.82
4385,,17803249.55,0.0
4395,,18307405.33,3596784.5
4741,,15866246.01,2967737.67
5458,,508829.64,617147.31
4895,,195276.33,0.0
4761,,4006034.97,394949.48
4838,,6388763.92,0.0
4359,,34019803.08,3078571.45
4543,,13644804.5,2564870.59
5302,,6870054.38,0.0
3498,,1633697.62,
4579,,15898362.56,2025001.71
4445,,8969123.63,952580.2
4729,,20898992.89,0.0
4674,,11279745.37,809061.48
4282,,4786876.55,580615.77
5149,,1386170.88,0.0
4448,,971209.44,0.0
4897,,398964.11,0.0
3618,,54376.7,
4853,,230809.98,0.0
4824,,2590167.62,20778.0
4772,,1734151.75,0.0
4743,,1282686.68,0.0
4659,,21274106.56,2789516.61
4711,,21199177.91,146166.6
4646,,6297791.52,163909.39
4279,,7132460.77,323833.13
4726,,1253511.75,0.0
4202,,316269.06,570570.04
4439,,21550135.79,2102402.37
3497,,524164.12,
4636,,12272634.56,3150191.97
5487,,201333.88,493124.96
5359,,18485.01,0.0
4822,,8442466.1,93251.06
4475,,10941358.63,2506624.27
4182,,39488157.03,6052490.1
4371,,2472947.46,30018.87
4578,,10018111.45,1251288.96
4309,,35730741.61,6153450.0
4627,,6006551.4,600566.52
4702,,31302563.19,1162529.16
4314,,17084624.24,400357.83
4723,,58688757.65,10673789.25
4695,,5020816.9,520291.1
3589,,1193034.07,
4409,,4851345.9,0.0
4436,,551698.83,0.0
5253,,6691.95,0.0
4882,,8541469.36,0.0
4844,,4042817.87,0.0
4814,,14521156.51,0.0
4869,,411044.78,0.0
4568,,30614773.58,3460492.34
4771,,2572022.33,34618.4
4310,,7166137.84,1118109.0
4379,,36459263.64,1593818.56
4276,,13802564.69,1077127.07
4731,,20847155.12,1367759.03
4358,,26257383.54,7890800.02
4342,,4174300.13,302479.83
4604,,7018597.26,914283.0
3581,,312742.69,
5303,,508603.58,0.0
3606,,17716.5,
4835,,10743341.57,0.0
4889,,4508100.98,0.0
4767,,897510.09,66191.83
3635,,0.0,
4793,,612060.42,0.0
4816,,1622866.25,17621.99
4428,,73574179.4,6881451.62
4431,,43100641.32,5214768.85
4612,,14924451.6,0.0
4539,,51551225.64,10029940.74
4589,,14570953.56,845999.81
4462,,19340531.83,495227.36
4470,,13702050.81,480986.47
3428,,-23499530.3,
4457,,2781331.45,26879.84
4460,,5877298.76,840380.09
5488,,696827.93,0.0
4423,,2250088.49,40833.0
4305,,63676913.81,7339028.45
4355,,10176488.56,447348.92
4372,,35039293.69,4519465.6
4192,,548510.68,52234.63
4588,,38796335.23,5711712.78
4345,,7573398.42,265140.44
4315,,84001898.26,7522835.04
4592,,75693084.91,6479762.39
4319,,62692062.94,5106912.05
4426,,13773887.86,704653.25
3586,,960363.88,
4313,,9158293.36,1695975.0
3597,,2635138.07,
4863,,22990303.36,0.0
4773,,204081.9,0.0
4885,,4420336.42,0.0
4258,,34290562.85,3263119.96
4307,,9895668.47,1716229.84
4229,,24723138.43,2102440.94
4686,,1740753.86,374835.47
4681,,1060499.18,0.0
4748,,4228835.57,0.0
3582,,7182572.15,
4600,,30859394.53,2812853.2
3484,,2352015.46,
3551,,554277.01,
4464,,42738761.97,4367458.23
4640,,22394692.68,2886769.74
4719,,13273851.34,556759.28
4330,,13211305.85,1490600.22
4463,,6898511.0,1601612.14
4477,,4677987.1,911047.25
4094,,24774756.74,3418580.6
4678,,3082243.7,610005.09
4370,,18799903.03,0.0
4845,,8813648.91,0.0
4850,,58164304.32,0.0
4580,,40668220.7,2773607.51
4705,,85425493.35,7722480.31
4214,,86849488.0,9497556.35
3600,,33234197.06,
4383,,8842286.59,1866733.71
5299,,392089.1,0.0
4735,,14606351.99,0.0
5244,,18219107.47,0.0
5291,,87622.82,0.0
4891,,388681.53,0.0
4848,,10193504.44,0.0
4862,,3455815.17,0.0
5352,,12172.82,0.0
4825,,39950378.03,0.0
3533,,1292559.68,
4722,,10752610.0,1343280.97
4620,,5109251.27,2007011.46
4084,,17828372.01,3444360.76
4458,,49630266.52,1639577.8
4694,,29755138.76,5548407.5
4433,,701119.22,146376.8
4296,,14370133.29,293370.04
4736,,3786643.42,165439.3
5187,,84466.35,0.0
4802,,195750.0,0.0
4858,,3014378.87,0.0
4381,,33876369.25,4124236.71
3543,,5900544.46,
4203,,5206761.6,42501.12
4656,,11389609.34,4093280.97
4625,,119348253.31,15193437.54
4378,,1941675.62,138255.89
4747,,9061604.68,487166.56
4452,,11037052.59,451859.58
3507,,1001211.19,
5301,,114889.04,0.0
5515,,53048.77,0.0
4800,,5722863.68,140078.7
4129,,68726140.27,1345157.76
4574,,41458205.72,5220859.17
4360,,63533772.65,12070562.36
4594,,16390665.67,1473841.78
4567,,784622781.66,10754041.96
4710,,12189470.9,0.0
4650,,24871344.12,3756931.93
4653,,8762169.86,0.0
4662,,15401156.97,369796.07
1783,,49601279.98,91806.0
4750,,33108361.61,1398548.06
4808,,7193352.34,217886.25
4812,,6263582.92,62343.43
4770,,4466206.14,39295.67
4755,,11506172.01,2673103.09
4599,,24982509.46,2291358.56
4660,,73420589.6,7585922.74
4696,,4969297.09,750732.86
4544,,3248271.66,727715.55
4350,,10259651.28,237929.11
4327,,4294224.8,750369.99
4410,,3246588.24,506131.0
4654,,6010857.2,665331.02
4713,,233155.45,0.0
4887,,185315.92,0.0
3638,,3787500.0,
4837,,17283375.21,307875.0
3608,,5039190.89,
4854,,11030755.88,0.0
4768,,35575546.35,979860.58
4418,,13963137.57,1496076.0
4619,,184078515.95,5251717.22
4583,,14592656.35,1703690.13
4201,,11180461.69,0.0
4732,,8210572.35,921749.69
5297,,6836545.84,0.0
3486,,36990067.83,
5200,,333087.74,0.0
4880,,11273268.68,0.0
4792,,13920121.41,0.0
5522,,1778.4,0.0
4449,,63369177.87,3305696.35
4180,,31650361.82,209310.96
4218,,18753959.84,3824948.83
4553,,10678844.27,1569961.46
4427,,21944073.57,2787994.42
4478,,7771447.2,420026.4
4691,,7384618.63,628036.2
5489,,812034.31,0.0
4733,,2175995.67,0.0
4888,,2638116.62,0.0
4859,,264312.01,0.0
4225,,16081740.66,1364562.82
4479,,8131365.59,659054.56
4397,,30809174.18,449384.97
4581,,38585268.74,1158028.22
4224,,3751531.77,140725.08
5285,,8302631.62,87039.89
4737,,1007524.08,119439.31
4881,,2338783.79,0.0
4692,,514383.96,8410.33
4408,,76302869.91,8131348.97
4468,,95814137.74,10017572.0
4303,,11344911.72,2188022.55
4621,,7170595.33,697459.53
4603,,5651776.73,921730.66
4700,,9929960.84,0.0
4647,,6918235.82,365715.13
4414,,10040183.16,1216188.42
5491,,190650.96,0.0
5325,,24139420.75,0.0
5393,,3697414.51,0.0
4870,,736680.11,0.0
4786,,15700715.23,334957.98
4846,,1550446.12,0.0
4411,,39766462.73,4858855.49
4550,,15800392.4,877287.93
4432,,29948347.08,5238361.27
4299,,133911262.84,12222797.42
4349,,14968939.51,1992228.02
4430,,495888.42,0.0
4585,,35332470.04,856096.04
4194,,4363162.7,0.0
5298,,3332983.74,0.0
5148,,347893.55,0.0
5152,,1063262.16,0.0
4760,,11740665.9,2292826.36
4746,,543053.87,0.0
4390,,25415597.64,3610529.06
4639,,6683006.85,1065894.07
4461,,66784383.92,5626161.38
4565,,2488987.34,495025.85
4641,,8768267.55,1243072.74
5252,,1361223.86,0.0
4367,,5146389.49,302464.66
4740,,12491561.28,152479.79
4425,,5460572.79,206208.0
4670,,205733.56,0.0
3640,,3750000.0,
4868,,3779969.31,0.0
4896,,703676.4,0.0
4805,,79526726.65,1202748.5
4624,,13988599.49,2038013.4
4403,,4029663.87,602356.25
4721,,40781546.47,2508938.63
4162,,28843486.64,2376450.44
4253,,11330279.15,424136.68
4669,,1273951.56,0.0
3442,,2962667.09,
4613,,2527459.01,502174.04
5260,,8137774.81,0.0
4744,,3851734.64,506842.84
4714,,476684.72,0.0
4849,,888872.15,0.0
4354,,8163787.83,8512.9
4343,,8866606.39,1649328.35
4474,,22901968.61,973876.5
4152,,41565806.56,1979409.38
3392,,4365509.79,
4717,,6541703.41,1009435.46
4346,,33224174.85,3600906.57
4329,,6763182.28,51048.32
4762,,6664045.72,282769.0
4785,,4946163.09,201902.86
4616,,28397526.68,3564082.73
4249,,25040281.77,2558494.27
4789,,1996246.3,0.0
4459,,18126365.53,3486078.36
4566,,3368018.0,545665.99
3561,,2157862.51,
3599,,194207.73,
4374,,7849939.36,367069.75
4667,,1635118.02,74201.67
4813,,2217751.11,0.0
4852,,4566885.74,465979.83
5520,,27449.44,0.0
4811,,3041071.53,41508.0
4841,,3344685.78,0.0
1550,8514432.84,14444569.46,1565093.0
4317,12527583.31,77319838.79,17801245.73
4402,8902520.27,37653211.88,10092381.85
4030,103504091.89,148024629.35,32923328.7
1981,95754618.67,224355761.7,71549737.0
4507,151267601.7,635358764.28,28848282.18
4547,30598662.86,33309814.18,8065097.5
4484,57084521.73,2207352740.3,5007441.68
1817,9506708.04,52767460.88,10634383.44
1769,2619379.95,3985862.62,812801.0
1447,3682703.79,5149451.95,1027046.0
1773,5367078.69,28697245.28,5317199.0
1474,10877948.83,4833478.25,842726.0
1711,18925702.89,31811618.94,1038831.0
1530,9640959.42,7337467.8,1233644.0
1764,549480.66,4330036.43,295657.0
4483,32254679.38,438289876.78,17341399.57
4715,71264777.21,60714053.04,998771.46
1640,627043.17,8107171.18,400486.0
1494,1459279.09,2216218.88,287623.0
1842,6501748.46,3945262.25,881798.0
4803,3850925.98,19245127.93,3259280.82
4783,7483136.9,19372607.44,0.0
4831,19138303.34,79700153.55,0.0
4781,313776393.85,228661117.6,1577828.49
