disasterNumber,totalAmountIhpApproved,totalObligatedAmountPa,totalObligatedAmountHmgp
1471,4108811.57,4993708.33,279127.0
4486,181500775.42,4142365993.88,75180962.99
4481,20064696.61,2431309038.1,28839521.5
4473,76827201.61,1069566017.58,45199410.24
4517,29398405.35,206717180.85,5483255.25
4626,10843005.5,30052436.23,5427089.62
1633,1067253.81,10198573.49,751110.0
1518,6190448.7,14795285.63,1500076.0
4382,8109589.03,333540230.56,25671358.84
1726,432005.4,7797703.29,1248152.0
4784,3720998.89,23106240.18,1103434.46
1733,6402583.39,55917310.24,15310499.0
1649,20691866.81,83099595.01,5503215.0
4023,9496114.46,43805958.98,7392909.62
1671,5388213.23,29307531.18,4299208.0
1467,25872687.19,18090813.62,2421439.0
1665,9121209.04,112329438.73,7291700.0
4235,25097245.58,34937981.95,8971143.59
4494,118577940.53,1497426233.46,11676094.74
1841,15106854.42,32588079.77,6212268.35
4548,1089134.7,26543387.22,2337011.18
4522,6285163.51,454689785.98,3736269.61
1994,4904077.68,75239301.83,7260627.0
4634,2134406.55,45189660.22,5461785.33
4542,5569334.41,20485065.03,3112196.99
4704,2635373.99,13788214.24,484798.7
4815,7897134.35,39644199.31,0.0
4840,190107.41,82628.99,0.0
4080,141493695.57,299091068.29,55260437.44
4294,631364.39,14573962.86,1934113.21
1976,9203306.37,29874525.72,5682652.95
4273,42352923.65,456284861.61,38473502.54
4520,57619383.25,824809114.53,18384817.41
4699,49178908.97,236386074.35,9247399.7
1894,37132716.72,25963715.03,2197433.0
1506,25921601.38,12192558.84,1791043.0
1809,6869983.55,8529243.13,139569.0
1556,23662227.18,25804256.17,2541082.0
1692,12307474.22,85457156.97,1680577.0
4738,5040799.4,58944738.76,1092541.98
4668,718086.55,815764.95,0.0
4727,3288317.84,9393758.66,1168645.74
3560,1195363.31,81325662.97,
4884,11849681.69,6480185.46,0.0
4828,861241616.62,722777736.71,26285407.58
4894,251261.02,7500.0,0.0
4085,1012576801.02,14773747583.81,1385587779.1
4012,3145110.51,21739243.52,6470493.0
1517,829908.94,13351657.77,1054873.0
1546,21289503.58,18285916.76,1839971.0
1719,8012383.98,10250604.99,3247237.0
4617,5051308.74,36427396.59,7391047.52
1612,885607.65,2507109.03,233931.0
4493,11336909.66,141709278.12,3172313.77
4672,6807601.19,92953983.4,1631308.48
1820,1251943.17,729454.15,300107.0
4607,196961378.26,37350944.03,5414430.69
4787,3586953.2,15083253.29,0.0
4842,776962.4,1648501.38,0.0
4502,6604151.88,1066652299.14,10628580.73
4511,123627.88,126934582.16,217242.66
1606,618379758.99,369044717.3,90546358.0
4673,1150178292.67,2800494703.01,188358514.34
4297,2962689.95,23859706.67,3706312.65
4241,89803712.87,125933749.14,41782749.76
4501,131747869.39,1060384844.94,16135478.52
1699,9846774.22,88439351.38,11181858.0
1475,6621705.06,8904595.58,781278.0
1476,13386838.38,6936604.6,1493653.0
1720,18462462.78,10749431.03,4523515.0
1544,9262094.78,20783468.17,1593757.0
4195,155631144.18,15216615.38,24485683.41
4877,56628840.93,90782597.01,0.0
1912,20784629.22,22537694.93,7554240.74
1603,5247169458.98,13613307337.93,1684549530.67
1973,5526673.58,20288231.29,4331361.0
4338,13643351.67,115765758.36,15410809.96
4081,18066465.05,37399646.71,6780294.0
1740,7674152.07,4976848.47,1300611.0
1495,1756.2,8683492.28,443191.0
1838,13905805.19,21409371.72,4283824.0
1595,21564056.01,197902127.28,11497847.0
1554,4243819.01,11948606.45,892147.0
1708,2428002.26,7642999.09,456511.0
4071,2784278.58,11718720.76,1736368.0
1738,1928655.92,1112379.14,100726.0
4280,8693303.61,60151552.46,11108302.72
1984,4799393.02,52125303.31,7676674.0
1989,3441115.24,7221515.88,1653744.81
4217,4083323.11,11037837.55,2548681.35
1644,1013205.06,3764478.02,85895.0
1745,4069837.78,15633642.31,2847013.0
4366,13188507.8,128853274.66,17530245.04
1513,749315.3,1913550.92,161341.0
1750,1345162.7,3505637.41,932979.0
4168,2091456.75,28624712.03,4277895.96
4759,3605489.02,6250668.9,543742.47
4864,36989621.15,15860514.66,0.0
1545,411815685.98,685254867.41,102446410.0
1464,22160601.08,38797058.53,4630711.0
1553,13371728.21,32660678.88,924963.0
4514,102635519.9,384894406.97,23149498.87
4490,69661084.71,915687737.78,21805146.24
4008,2868196.73,2569085.9,1262124.23
4526,9820874.54,283619773.34,3893254.53
4720,26216352.56,244265838.66,42391463.66
1847,5417824.37,27072334.75,7114907.0
1463,8779157.72,19562866.28,1697118.0
1656,9412548.07,7435852.31,2797299.0
1746,1466605.44,4765349.85,2271823.0
4537,53542.35,19770412.83,659587.0
4061,2522604.92,3974478.97,569670.0
1906,4273071.42,5648118.08,1874578.0
4677,3383846.2,22280364.86,3274767.62
1461,789831.28,1910455.43,203999.0
1445,509173.67,8721045.16,1695298.0
4867,5828601.27,7326818.75,0.0
4766,13000478.57,4855781.74,0.0
4836,3729035.59,885875.97,0.0
4021,176786317.62,122651525.59,34929457.75
4482,249447753.65,14751918686.66,77111055.05
4509,10917236.02,206961311.9,11022339.67
4728,326750876.63,24706004.41,737529.16
4683,61173467.31,403653940.09,28645271.3
4017,33464676.55,55113218.14,9668782.0
4101,3399662.3,4461112.39,812102.0
1441,1880461.2,3202892.95,599700.0
4336,12950283.16,9232560.71,4321113.98
1482,20592021.41,35430275.15,2920980.0
4806,63349714.7,163889997.43,3147288.53
4794,9748189.06,19008483.6,97814.08
4843,22901350.92,68032655.95,449980.58
1557,86766316.64,85266594.98,9768599.0
1693,1996983.07,25954650.36,2554032.0
1492,33051507.87,40676530.89,5339719.0
4420,27279186.25,529752851.58,38905824.97
1971,77097372.06,201042382.97,63346282.14
1454,9369739.03,36424884.27,2388516.0
1925,10602928.54,5930565.92,2821027.04
1687,1669966.27,10437817.83,1560380.0
1455,5431111.2,9335774.41,813465.0
4534,10616929.18,211485435.58,1466076.04
4000,1754570.75,2663059.78,68035.0
4531,37357961.48,564947445.92,15288527.33
4637,1308764.73,19055469.18,789440.6
4652,7656347.59,303675088.18,28173636.63
4834,885920398.1,1451889591.22,42597742.05
4335,40826320.17,66622069.6,28777076.92
4521,16740406.16,295436193.24,5553102.99
4438,15558122.79,69217834.39,9820374.67
1628,7031442.71,154939297.05,5236367.56
1541,13836392.68,6334210.46,1559063.0
4193,11373532.86,26303833.21,3636564.0
4117,15130900.23,55032768.45,9193060.93
4635,7529754.72,61629203.2,10651368.79
1908,1549737.37,7358685.38,931412.0
4268,8141242.5,10328758.13,1414423.33
4469,4850094.6,19776744.31,4029999.74
4873,24307921.31,31502527.6,0.0
4890,3057837.48,548625.39,0.0
4285,98842212.59,320795238.96,59263739.49
4337,1020966938.16,2425190475.83,424305032.06
4222,18563163.18,64240911.93,11286532.37
4558,23331578.62,488777470.47,58166285.06
4570,46857016.39,123372443.37,7482214.18
4277,776048445.18,771901840.17,141652079.48
4250,13173843.43,32747311.6,10675595.8
4091,2592961.32,30749448.69,4312949.96
4318,3961671.43,27384732.41,3832583.02
1664,9498514.38,20136568.72,1660378.0
1498,33842082.4,108149061.65,7280835.0
1729,4468107.41,16677630.18,2708300.0
4404,42071347.08,282405043.18,21919326.32
4754,6781306.32,36851063.65,1065463.34
4751,4629951.1,15616879.03,0.0
4830,395325375.3,1430468289.05,3541294.8
1975,24279487.62,49985260.71,8857972.23
4028,5559369.2,30463593.38,5152535.93
1539,208970753.97,619521235.51,87636278.54
1605,128278244.61,118841849.02,59190787.04
1695,3509042.32,23206738.62,3622962.0
4611,1241474040.36,3517557741.63,126436297.61
1859,22780503.01,94144289.11,9822639.74
4577,13555380.43,134672261.25,10630094.58
4286,39700862.51,242658972.63,35984572.31
4605,2550083.38,6504068.8,840771.64
4441,9053665.36,55046024.71,7424230.78
4563,96549405.07,290952486.8,19084780.42
4523,23608691.58,114762952.52,2494691.49
4519,2242253.35,9615724.74,2439099.86
4709,38943360.51,52069742.23,3040377.9
4697,13599107.37,75462069.4,4473912.13
1589,8072710.16,52010898.76,1930842.0
1564,2883537.86,14073648.07,825556.0
1453,2609145.45,31856038.61,2108337.0
4339,1336693929.1,35587839789.1,627318453.64
4491,55104282.9,2399736648.76,53609930.24
4576,21230957.65,124271927.55,11846574.64
4508,7148172.7,82782811.71,1270357.57
4663,110565668.96,465938613.07,72809493.34
4528,53689142.35,310094533.16,20075407.15
1974,8585761.3,50409497.12,8713370.0
1995,1805969.74,14877759.59,1041788.0
1614,3640862.23,7207478.21,556944.0
1505,8134432.06,47773159.64,2218157.0
1744,4360723.47,4912916.3,1692900.0
1569,4210930.22,4045561.21,614553.0
4655,3680647.89,41683674.75,7976811.8
1636,1230390.88,2286579.47,568677.0
4832,37793993.46,355379803.95,0.0
4817,91474979.76,69777814.07,7813.6
4878,9499438.38,18799529.04,0.0
1650,31528398.09,218051022.04,10584690.0
1491,57048028.63,204913750.38,16387580.0
1519,19193921.3,10648040.68,2164906.0
1686,1354036.12,50808150.05,8877853.0
1909,169303511.72,245881944.82,64806420.55
4505,11966533.5,818839542.94,17835163.62
4413,28176282.28,186655637.7,14028545.82
4601,1962203.12,19754997.54,1922958.53
1980,37062310.48,160170851.47,92526566.0
4665,51854048.53,25284698.38,16633960.25
1979,11386784.01,18433516.77,4213705.0
1840,7382877.18,5187726.21,2530307.0
4685,5557341.55,36328111.89,3899207.63
4532,1552805.91,474497316.13,9205857.41
1642,18613563.29,18874930.28,1881915.0
4497,74129003.94,163080298.09,6504135.39
1631,1587654.75,5542439.5,970594.0
4875,4102510.87,5713431.98,0.0
4788,8248021.68,55878396.05,0.0
4820,15652328.77,21277588.3,0.0
4557,11423336.69,196759209.43,45679144.4
1792,63878324.09,220637580.3,37080349.27
1935,374827388.04,5010717.42,46935363.7
1604,1293717474.49,3218622939.83,334719377.82
4614,255474480.36,349943738.93,32404846.36
4399,149572302.29,2252914678.3,136174375.29
1996,6708117.08,42263772.07,7332356.37
1587,3869721.15,18759804.26,1651431.0
1771,10024142.17,53407870.95,6066205.0
1507,1238534.8,11703087.98,774857.0
4362,774416.84,40633608.74,5457632.77
4823,726953.54,738444.93,0.0
4363,3883630.08,10631885.98,1587635.82
4020,102809877.74,564367352.11,64309784.84
4340,44112249.83,21984671287.0,197061537.59
1983,13543057.75,7465375.43,1443981.0
4512,75246340.4,1018696402.87,35141306.38
1830,2440267.06,29675993.97,3063408.0
1465,2305722.55,4366087.01,793525.0
1490,45380866.63,70854431.54,4706946.0
1634,1597672.53,12467781.38,716476.0
1443,2028548.78,20182808.77,1685619.0
4042,16621823.6,43550470.92,6056785.3
4396,1011549.7,6281806.71,298662.27
4899,836748.51,448768.93,0.0
4797,16916975.81,30273926.31,907943.77
4756,3372753.83,4817396.83,212999.0
1858,58951222.09,79094216.7,27764486.0
4515,77402974.66,187682387.52,15412443.94
4485,279418622.4,13916461676.14,211956238.01
4440,2154577.84,60029281.16,9613297.06
4394,24523834.2,99291939.0,15860395.74
1624,1657653.02,34095882.43,1681560.0
1580,10017388.91,97938844.86,5694936.0
1705,2518434.46,12175172.49,2957925.0
3363,908559.23,4019821.87,
4174,3041132.24,9410016.22,1797562.06
1970,1647254.75,4871305.3,883701.35
1834,1864525.69,4704401.46,1280884.0
1814,3674159.05,985503.02,0.0
1493,953918.36,4964970.09,71658.0
4807,10007541.36,31543751.3,771956.83
4779,1191262.87,6471108.95,165960.17
1798,29999815.09,24304226.68,4813241.0
4365,1593486.18,13711899.62,2659598.41
4019,37238654.89,87544413.27,14541597.19
4227,1293347.34,2498189.73,634097.65
1895,58954565.86,25084370.59,10908419.35
1694,18821508.61,18376605.51,4954462.0
1755,1261470.96,2984256.53,211419.0
1794,7176481.13,24732240.18,2894813.0
1563,1785198.18,4272883.41,406711.0
1668,6102556.19,10048518.85,0.0
1459,18270709.28,5991973.09,815503.0
1479,20213296.06,17889243.31,1577925.0
4177,35062955.9,126818781.42,36314335.47
1833,4420415.46,21240762.9,5450849.0
4535,4072572.58,79767691.27,1363263.64
1800,64635964.92,27884821.59,10859257.12
4615,224574470.26,486760303.76,62693083.35
1969,8587054.39,19065881.0,4033352.91
1761,2458564.0,10732656.8,1775988.0
4269,62683456.32,41631381.31,5048239.59
4026,1262644.95,17861260.9,1798709.0
4263,94361628.91,104966776.31,15479083.86
4569,5611101.61,201822099.47,44544349.86
1593,4457183.03,20455676.21,992916.0
1918,5733945.27,5659644.93,963402.0
1810,3839488.88,55930929.34,8166071.75
1440,470371.72,18277293.72,2252775.0
4122,3490150.63,33351764.74,4080910.0
4503,74392468.01,20971182.5,17289697.31
1756,1469127.78,2229174.06,10909.0
4419,1297359.78,3480384.35,594901.4
4879,40994134.03,94901638.23,0.0
4826,1987566.09,7176488.97,129464.0
1658,4604303.23,7092979.92,843339.0
4025,41528546.57,25638857.47,9303493.0
1829,7862984.44,114432778.94,15009211.0
4068,27791929.44,48651262.66,13695681.4
1972,10653250.32,23729627.61,2809443.0
4254,1212227.55,11363427.87,1987927.04
4175,5847689.28,87324475.11,2638843.0
4795,8519352.4,42161198.1,1939236.93
4833,987262.51,796203.12,0.0
1607,523284650.26,674783408.94,131129136.85
1501,58083771.07,7133712.69,2274847.0
1485,2965355.19,28586080.4,2110767.0
1930,26438629.85,52178015.97,15487774.0
4529,16784771.48,579459590.67,10641482.23
4421,15339113.18,168615324.17,36946691.52
4516,6464075.25,324347047.68,8353416.93
4829,333298598.01,311977519.42,1096939.13
1931,10259307.7,19746564.26,2695875.0
4145,61848927.77,371254249.84,57121301.29
4498,23871041.59,1830917271.08,11348704.12
4291,10195614.19,16772599.44,3324179.47
4290,2598417.07,7109979.59,877789.96
4562,39027707.79,572619372.58,82914356.82
1702,6932866.4,6226611.95,2021318.0
1670,2979765.22,30215066.75,0.0
1659,1734450.72,32673168.62,37359.0
1458,2242480.28,13709082.34,750602.0
4029,14263187.0,46820167.2,11865026.97
1749,13924227.09,26045574.54,7387525.0
1473,9679012.66,1509996.41,895330.0
4357,20543787.44,10936199.42,886778.46
4240,12733883.73,221976651.88,59256274.44
1442,3306085.11,12603404.04,2304130.0
4476,2930471.37,84286138.2,1910647.69
4860,72647451.59,69711566.02,740185.0
4804,3705725.7,26133681.26,0.0
4776,10930788.8,31241346.49,1696122.64
4810,14381739.93,57867227.92,204406.37
4489,134489301.63,2177548850.78,25061485.86
4488,115181643.11,2993135968.46,104786366.05
4013,4310797.51,62808331.04,14976650.61
1857,4626437.19,41582963.17,1007258.0
1831,3220613.51,30341897.73,6984586.55
4618,128700922.12,105981061.37,35650550.07
4629,8908167.94,13239119.03,2646612.0
1573,12352135.45,18239754.03,2364984.0
1486,1792438.3,23721241.42,1453627.0
1991,15324105.42,13938556.78,1529021.39
4331,2770197.73,11322366.88,1671017.56
4510,3548305.86,311240877.86,5206061.95
4536,7210690.02,34902489.74,2049762.2
4609,8138893.57,46809709.83,7132437.19
4518,33733377.59,231415911.33,3397744.32
4513,562816.99,139239051.57,5001076.13
4541,1867604.07,90995727.25,8225688.2
4821,10834755.48,37792359.65,82826.0
4886,9212987.29,8719226.61,0.0
4856,174355004.02,36554241.91,0.0
4022,23207247.52,216779434.4,25002992.05
4344,17990768.82,488616481.86,174644838.77
4353,5087697.22,282245435.61,39166601.49
4283,21105530.96,399938623.47,39380766.14
4031,55138473.82,320422176.95,26418205.34
4499,10544220.92,1836028982.58,12400105.73
4245,18608796.05,42026629.46,7628801.58
1558,19308118.5,16023728.24,2245014.0
4504,29903984.11,523998656.28,7470084.43
1500,21655767.21,15753907.55,2546890.0
4400,12581999.88,139377298.87,45327867.57
1522,19563069.34,9399463.79,2008314.0
1623,2170143.29,9864252.61,1519690.0
1484,74778371.61,10875976.79,4328378.0
4698,9847642.65,100213198.87,108750.0
4701,3704826.8,46441445.1,0.0
4675,38434.87,2013608.96,0.0
4796,69542602.34,102334603.82,3473059.98
4818,1251037.88,14231000.38,0.0
4778,1002445.94,7839218.7,946426.15
4223,57468972.87,156308394.65,26286917.39
4496,70490903.42,3406868385.95,67302173.34
4480,257591257.46,17732476939.89,195649009.57
1561,398620293.65,520033714.9,84000410.17
1751,11670465.18,39745530.51,7267526.0
4586,202942853.81,110081331.58,37714508.69
1709,25681950.62,64991768.07,8707734.0
4671,649140075.65,1783908588.3,30714718.05
4284,6611177.87,93107430.1,14964791.25
1916,1320029.19,7246904.42,1308289.37
1843,5852701.19,19558149.68,3479110.0
1904,5283702.22,9398848.44,683397.0
4610,4948930.85,306487220.1,25155685.81
1635,2611696.48,16319372.8,3075208.0
4086,421687505.7,2457372609.39,286679751.68
1917,2733258.17,6414974.86,2081508.77
1609,342239388.43,1487640335.42,146249079.21
1523,21878709.14,17498353.8,1007424.0
4116,169205736.75,32577023.15,25071728.27
4332,1656932722.84,2966995442.34,527626500.21
4057,10409047.22,14924163.49,3068640.41
1785,19216129.55,98506316.9,15748405.0
1855,17693443.86,5883928.99,4072594.0
4590,8208404.49,37060899.32,6112058.39
4573,30416884.58,61108763.0,2259106.52
4564,37688066.27,211152823.77,31899651.26
4429,1682322.34,28253866.89,4300325.96
4001,1428515.82,10545798.69,561231.0
4058,1727998.34,4896874.71,533707.11
4533,1832255.62,493117260.53,854668.75
1643,8999191.49,14406821.44,1662883.0
4525,16031945.25,442766860.38,21897519.19
4527,10015873.13,39630885.2,3064508.56
1679,3655288.86,10278159.2,2327370.0
1499,2735259.91,9125551.24,507031.0
4798,935171231.36,251014212.18,476569.12
4764,5328308.23,48817302.64,1256685.55
4898,267718.53,3863272.13,0.0
4758,27820961.07,,151570.95
4377,30651039.6,,3092758.13
4326,5217208.76,,463702.36
4078,7115053.78,,601235.07
1732,4922508.64,,802654.0
4819,211185368.66,,20328.0
4892,207285296.26,,0.0
1588,2514186.68,,125025.0
4757,439588177.69,,6483236.6
4466,69599384.85,,4342787.18
1552,416500859.48,41301481.72,7475103.0
4734,85089671.3,426181317.69,43533517.48
1998,4820193.95,46273268.6,10962304.0
4492,75474203.23,628182123.01,7036007.21
4226,1157319.71,11190670.99,2004634.04
4706,3047242.46,18353914.38,1962062.6
4293,3433359.29,3678756.29,223190.28
4861,41233926.85,30974570.02,0.0
4827,564559963.78,1617772644.97,93450776.86
4872,2877081.6,9118866.11,0.0
4893,45748267.31,5042157.76,0.0
4393,133951635.57,789949657.42,113631672.41
1780,34868169.3,66192238.19,14538117.54
4506,174567579.12,1737636254.0,52498468.67
4272,40647560.21,60255516.56,7959685.03
4451,7477718.54,77055352.37,28911129.82
1795,36905735.96,25003384.15,3249259.0
4239,5516103.42,9686344.03,1790609.67
4530,48486066.85,135209479.22,8698482.35
1731,14938068.56,139746763.82,39873509.62
1770,1560229.95,36258650.19,2865034.0
4495,145840.82,41495038.5,327366.31
4684,9481575.14,16396913.21,108000.0
4089,421340.81,8734303.07,1213946.54
4606,14032804.41,11819404.91,918392.52
4707,2065723.13,701290.11,0.0
1487,8231038.84,,697502.0
1566,7240598.76,,213494.0
4300,3006480.74,,47212.4
4632,2123079.89,,19449.12
4906,1024179.2,,0.0
1555,3439214.02,,154339.0
4753,3359408.37,,375747.72
4847,18546978.17,,0.0
1570,2275380.47,,165776.0
1538,9961967.69,,741434.0
1832,2961606.39,,208629.0
1724,5101498.73,,243792.0
1444,579893.02,,140456.0
1617,459715.15,,46967.0
4040,1335491.28,,86362.0
4790,36677751.58,,839809.69
4454,12935602.31,,586757.24
4871,108617339.49,,0.0
4237,439284.08,,474007.95
1762,419744.26,,182642.0
1497,1009837.0,,0.0
1460,14538920.62,,423565.0
1526,6568870.2,10868369.16,1322215.0
1582,2507569.84,5665226.65,462000.0
1758,2474245.11,2676958.28,587931.0
4596,2526330.21,12361109.23,142037.82
4295,3338999.67,10864850.29,1818454.58
1791,531895066.34,2226431971.24,383916059.77
1551,164517307.53,694779708.94,80168489.91
1565,1612140.93,11575109.97,700048.0
1766,56449366.63,100905332.7,18074955.0
1897,16839844.02,31525292.67,8070040.93
4559,242713285.46,3162159868.57,135547805.24
4487,108971902.28,2026960297.6,10153493.26
4407,91005713.68,1992339846.08,180599449.35
4524,43624996.27,639774194.02,8624629.49
4059,2455408.1,6904030.53,915156.0
1466,50014084.62,12587894.04,3112794.0
1653,542186.19,2262523.33,52500.0
4447,5078955.35,10839644.55,3546845.84
4087,15411911.44,59129648.79,9402903.16
4730,3489813.15,17323178.11,369213.11
1462,2518800.62,6146361.95,928244.0
4874,52324288.32,28602313.93,0.0
4364,723486.85,,26462.05
4649,1570718.45,,0.0
4571,346304.76,,0.0
1760,1642832.66,,196919.0
4782,3946411.84,,300572.19
4780,7670256.32,,284799.75
4052,942962.56,,146221.0
1685,862378.0,,0.0
1722,1658875.8,,159288.0
1478,1980992.81,,32689.0
1730,4461751.16,,454660.0
4749,63881804.58,,151140.15
1690,916208.97,,0.0
4851,3607900.17,,0.0
4763,76979.77,,0.0
1512,2728345.06,,8570.0
4060,1042290.55,,0.0
1637,215839.32,,127894.0
1697,4865458.46,,1638715.0
1470,740552.45,,0.0
4560,1326459.25,,42000.0
1511,8112928.87,13797356.33,262977.0
1712,10969558.71,24196877.31,991359.0
1700,2613838.46,4843030.23,660034.0
1520,5034664.25,4154202.26,451971.0
1768,56679489.87,48563081.65,18525751.0
1718,5648799.17,15871568.64,1581929.0
1446,125463060.64,56986504.09,31049019.0
4595,10038254.14,92099103.65,9641547.81
1893,4373420.87,5802632.98,1057567.0
4724,84130876.16,740717373.04,4488049.96
4791,3515180.4,11865529.84,0.0
1786,216888044.03,710892253.34,189145133.69
1763,138694619.65,1155494246.42,274772523.0
1734,21160441.15,61335357.03,9535992.0
1835,2075746.91,18067054.08,1369212.95
4248,2903899.73,5699153.76,731668.23
4630,16068225.57,166311911.75,11958027.08
1549,190193142.59,222148642.93,37574846.0
4266,21144461.52,33427540.56,4808395.86
4500,35675864.52,996774647.61,5899807.29
1548,4252022.77,9018988.63,262694.0
1472,7297676.37,5305933.78,1075159.0
1933,61762768.74,11708670.41,11179104.0
1577,21484255.07,197423205.14,16609685.0
1717,19808888.8,31229991.27,4153948.0
1610,1102655.35,12314320.29,958210.0
4176,22394257.37,34914043.03,8309380.18
4680,7016325.08,112062779.5,13167049.89
4341,9674.92,10613.94,130500.0
4587,3433087.72,4082215.6,955955.69
1469,1644357.98,,92411.0
4657,5500448.67,,1013834.99
1651,8830355.16,,1685290.0
4157,2858538.97,,247424.87
1521,5900558.36,,0.0
4777,3747420.82,,887081.38
1525,1558980.89,,7249.0
1527,41314005.89,,1153207.0
4765,6386274.89,,67499.7
1680,943028.88,,238501.0
1747,4800659.42,,493658.0
1599,474304.46,,17773.0
4676,27888571.94,,266100.87
1662,12105107.36,,939730.0
1846,2055904.84,,198355.0
1536,1465037.44,,155450.0
4866,7977100.2,,0.0
4865,3546171.83,,0.0
1439,57974742.1,,7154189.0
4633,935304.83,,165225.13
1502,1220484.27,,54661.0
1942,5391278.01,,230611.0
1524,1396915.31,,16044.0
1753,1598081.52,,116373.0
5495,,,0.0
5496,,,0.0
5501,,,0.0
